Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class & No,Road Surface,Lighting Conditions,Weather Conditions,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
4B12628,425037,437629,2,10/31/2017,2328,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Slight,Male,44
4B21378,428754,435596,1,10/31/2017,1550,A660,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Serious,Female,19
4B21382,433062,433999,2,11/2/2017,1710,A64,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cyclePedal cycle,Vehicle or pillion passenger,Slight,Female,62
4B21382,433062,433999,2,11/2/2017,1710,A64,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cyclePedal cycle,Vehicle or pillion passenger,Slight,Female,54
4B21382,433062,433999,2,11/2/2017,1710,A64,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cyclePedal cycle,Vehicle or pillion passenger,Slight,Female,18
4B21382,433062,433999,2,11/2/2017,1710,A64,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cyclePedal cycle,Vehicle or pillion passenger,Slight,Female,72
4B21481,430701,439043,2,11/2/2017,1800,A61,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Slight,Male,35
4B21481,430701,439043,2,11/2/2017,1800,A61,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Vehicle or pillion passenger,Slight,Male,54
4B21566,430818,433941,2,11/2/2017,1620,A61,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Slight,Male,44
4B30250,433108,425899,3,11/3/2017,0723,M62,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Serious,Male,47
4B30250,433108,425899,3,11/3/2017,0723,M62,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Slight,Male,51
4B31808,430802,435348,2,11/3/2017,1900,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Slight,Male,40
4B31808,430802,435348,2,11/3/2017,1900,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Slight,Male,18
4B31808,430802,435348,2,11/3/2017,1900,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Vehicle or pillion passenger,Slight,Male,19
4B31808,430802,435348,2,11/3/2017,1900,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Vehicle or pillion passenger,Slight,Male,20
4B31845,428339,429614,2,11/3/2017,1805,A6110,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Vehicle or pillion passenger,Slight,Female,46
4B31845,428339,429614,2,11/3/2017,1805,A6110,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Slight,Female,22
4B31845,428339,429614,2,11/3/2017,1805,A6110,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Vehicle or pillion passenger,Slight,Female,24
4B31845,428339,429614,2,11/3/2017,1805,A6110,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Vehicle or pillion passenger,Slight,Female,21
4B31873,431308,428929,2,11/3/2017,1936,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Slight,Female,51
4B40357,430815,438449,2,11/4/2017,0545,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Slight,Male,23
4B40729,426034,436541,2,11/4/2017,1055,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Slight,Female,21
4B40729,426034,436541,2,11/4/2017,1055,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Slight,Male,29
4B41168,436563,435726,1,11/4/2017,1400,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycleCar,Pedestrian,Slight,Male,15
4B41168,436563,435726,1,11/4/2017,1400,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycleCar,Pedestrian,Slight,Male,14
4B41478,429709,439018,3,11/4/2017,1719,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Serious,Male,24
4B50700,443069,445580,1,11/2/2017,1000,A659,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycleCar,Pedestrian,Slight,Female,64
4B50945,432523,434708,2,11/5/2017,1317,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Slight,Male,25
4B51469,430874,434255,2,11/5/2017,1650,A61,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Driver or rider,Serious,Male,23
4B60255,423389,439355,1,11/6/2017,0730,U,Frost/Ice,Darkness: Street lighting unknown,Fine without high winds,Car,Vehicle or pillion passenger,Slight,Male,3
4B60475,430134,438199,2,11/6/2017,0950,A61,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Slight,Female,51
4B60475,430134,438199,2,11/6/2017,0950,A61,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Slight,Female,26
4B60475,430134,438199,2,11/6/2017,0950,A61,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Slight,Male,30
4B60475,430134,438199,2,11/6/2017,0950,A61,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Slight,Female,28
4B60496,433419,432728,1,11/6/2017,0955,C,Frost/Ice,Daylight: Street lights present,Fine without high winds,Motorcycle Motorcycle over 500cc0cc to 12Motorcycle over 500cccc,Driver or rider,Serious,Male,22
4B60513,425625,433083,2,11/6/2017,0845,B6154,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Slight,Female,27
4B61601,427395,427847,2,11/6/2017,1740,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Slight,Female,61
4B61601,427395,427847,2,11/6/2017,1740,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Slight,Male,54
4B61659,430828,434008,2,11/6/2017,1804,C,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Driver or rider,Serious,Male,50
4B61711,436201,428072,2,11/6/2017,1820,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Driver or rider,Serious,Male,44
4B61963,425216,432157,2,11/6/2017,1950,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Slight,Female,25
4B70381,429435,433459,2,11/7/2017,0900,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Slight,Male,33
4B70381,429435,433459,2,11/7/2017,0900,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cyclePedal cycle,Vehicle or pillion passenger,Slight,Female,60
4B70381,429435,433459,2,11/7/2017,0900,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cyclePedal cycle,Vehicle or pillion passenger,Slight,Male,46
4B70398,428585,435667,2,11/7/2017,0905,A660,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Serious,Male,19
4B71390,423897,435379,1,11/7/2017,1643,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Female,34
4B71390,423897,435379,1,11/7/2017,1643,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Female,5
4B71462,430758,430373,1,11/7/2017,1700,C,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Serious,Female,13
4B71772,428491,434320,2,11/7/2017,2116,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Vehicle or pillion passenger,Slight,Female,33
4B71971,429779,438891,2,11/7/2017,1929,A6120,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Slight,Male,18
4B80305,430899,430370,3,11/8/2017,0820,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Slight,Female,47
4B81535,430761,434645,2,11/8/2017,1819,U,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Slight,Female,43
4B81630,429260,435494,1,11/8/2017,1850,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Female,25
4B81689,436300,434703,1,11/8/2017,1630,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cyclePedal cycle,Vehicle or pillion passenger,Slight,Female,70
4B81705,436564,435579,2,11/8/2017,1930,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Driver or rider,Slight,Male,17
4B81797,421041,444988,1,11/8/2017,2015,A660,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Fatal,Female,57
4B90209,431403,435030,2,11/9/2017,0640,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Slight,Female,58
4B90269,431873,435677,2,11/9/2017,1850,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Driver or rider,Slight,Male,56
4B91166,439547,432701,2,11/4/2017,1245,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Slight,Male,45
4B91371,425910,436262,2,11/9/2017,1715,A65,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Vehicle or pillion passenger,Slight,Male,36
4B91387,430673,431867,2,11/9/2017,1723,U,Dry,Darkness: Street lighting unknown,Fine without high winds,Pedal cycle,Driver or rider,Slight,Female,27
4B91857,426828,438686,2,11/9/2017,2045,A660,Dry,Darkness: Street lighting unknown,Fine without high winds,Pedal cycle,Driver or rider,Slight,Female,45
4BA0364,431540,435165,2,11/10/2017,0930,A58,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Serious,Male,28
4BA0467,418116,442525,2,11/8/2017,1800,A65,Dry,Darkness: Street lighting unknown,Fine without high winds,Pedal cycle,Driver or rider,Slight,Male,61
4BA0669,432076,425721,2,11/10/2017,1140,M1,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Slight,Female,68
4BA1091,430900,428411,2,11/10/2017,1507,U,Wet/Damp,Daylight: Street lights present,Raining without high winds,Motorcycle Motorcycle over 500cc0cc to 12Motorcycle over 500cccc,Driver or rider,Serious,Male,21
4BA1320,428388,434071,2,11/10/2017,1750,A65,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cycle,Driver or rider,Slight,Male,50
4BA1347,432463,429757,2,11/10/2017,1655,A639,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Driver or rider,Slight,Female,44
4BA1389,430074,431161,2,11/10/2017,1715,A653,Dry,Darkness: Street lighting unknown,Fine without high winds,Pedal cycle,Driver or rider,Serious,Male,22
4BA1402,442993,441322,2,11/10/2017,1725,A1(M),Wet/Damp,Darkness: No street lighting,Raining without high winds,Car,Vehicle or pillion passenger,Slight,Female,73
4BA1425,435629,436467,2,11/10/2017,1734,U,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Pedal cycle,Driver or rider,Slight,Male,29
4BA1627,429933,433403,2,11/10/2017,1900,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Slight,Male,40
4BA1825,427676,431118,3,11/10/2017,2031,A6110,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Vehicle or pillion passenger,Slight,Female,21
4BA2050,419646,438418,2,11/6/2017,1815,U,Dry,Darkness: No street lighting,Fine without high winds,Car,Pedestrian,Slight,Male,51
4BB0929,420714,440967,2,11/11/2017,1340,U,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Serious,Male,45
4BB1519,425057,433366,2,11/11/2017,1801,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Slight,Female,53
4BB1519,425057,433366,2,11/11/2017,1801,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Slight,Female,26
4BB1519,425057,433366,2,11/11/2017,1801,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Vehicle or pillion passenger,Slight,Male,36
4BB1519,425057,433366,2,11/11/2017,1801,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Vehicle or pillion passenger,Slight,Female,16
4BB1536,432208,438090,2,11/11/2017,1805,U,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Slight,Male,40
4BB1536,432208,438090,2,11/11/2017,1805,U,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Vehicle or pillion passenger,Slight,Female,36
4BB1536,432208,438090,2,11/11/2017,1805,U,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Vehicle or pillion passenger,Slight,Male,3
4BB1536,432208,438090,2,11/11/2017,1805,U,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Vehicle or pillion passenger,Slight,Female,11
4BB1536,432208,438090,2,11/11/2017,1805,U,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Slight,Male,32
4BB1714,424662,435028,1,11/11/2017,1924,A657,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Female,16
4BB1726,429564,431194,1,11/11/2017,1929,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Male,9
4BC0032,427109,439887,2,11/12/2017,0025,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Taxi/Private hire car,Vehicle or pillion passenger,Slight,Male,46
4BC0032,427109,439887,2,11/12/2017,0025,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Serious,Male,32
4BC0671,435871,436407,2,11/12/2017,2005,A64,Dry,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Slight,Female,24
4BC0673,440034,439607,3,11/12/2017,1125,A64,Dry,Daylight: Street lights present,Fine without high winds,Car,Vehicle or pillion passenger,Slight,Male,30
4BC1024,431828,435537,2,11/12/2017,1415,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Slight,Male,32
4BC1410,431261,429061,1,11/12/2017,1800,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Male,45
4BC1843,431948,435800,2,11/12/2017,2240,A58,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Slight,Male,33
4BC1843,431948,435800,2,11/12/2017,2240,A58,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Slight,Female,50
4BC1927,431910,435746,1,11/12/2017,2330,A58,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Serious,Female,36
4BD0173,427553,431563,2,11/13/2017,0654,U,Wet/Damp,Darkness: Street lighting unknown,Fine without high winds,Pedal cycle,Driver or rider,Slight,Female,49
4BD0643,430804,435345,4,11/13/2017,1143,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Slight,Female,23
4BD0700,440964,432078,1,11/13/2017,1215,A63,Dry,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Slight,Male,44
4BD1260,429930,427470,1,11/13/2017,1614,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Female,42
4BD1260,429930,427470,1,11/13/2017,1614,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Pedestrian,Slight,Female,7
4BD1357,430268,434077,2,11/13/2017,1700,U,Dry,Darkness: Street lights present and lit,Fine without high winds,Pedal cyclePedal cycle,Vehicle or pillion passenger,Slight,Female,31
4BD1524,430126,424015,2,11/13/2017,1800,M1,Wet/Damp,Darkness: Street lighting unknown,Fine without high winds,Car,Driver or rider,Slight,Female,20
4BD1643,432318,426993,2,11/13/2017,1830,M1,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Slight,Male,31
4BD1643,432318,426993,2,11/13/2017,1830,M1,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Vehicle or pillion passenger,Slight,Female,29
4BD1643,432318,426993,2,11/13/2017,1830,M1,Dry,Darkness: Street lights present and lit,Fine without high winds,Car,Vehicle or pillion passenger,Slight,Male,7
4BD2069,431021,440305,2,11/13/2017,1530,A61,Dry,Daylight: Street lights present,Fine without high winds,Pedal cyclePedal cycle,Vehicle or pillion passenger,Serious,Female,90
4BE1431,432390,433693,3,11/14/2017,1728,A64,Wet/Damp,Darkness: Street lights present and lit,Fine without high winds,Car,Driver or rider,Slight,Male,53
4BE1643,430663,433452,1,10/14/2017,0920,U,Dry,Daylight: Street lights present,Fine without high winds,Car,Pedestrian,Serious,Male,90
4BF0116,429294,435212,1,11/15/2017,2244,U,Wet/Damp,Darkness: Street lights present and lit,Raining without high winds,Car,Driver or rider,Slight,Male,22
4BF0300,430849,435450,2,11/15/2017,0805,U,Wet/Damp,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Slight,Male,60
4BF0346,427200,435730,2,11/15/2017,0850,B6157,Wet/Damp,Daylight: Street lights present,Fine without high winds,Car,Driver or rider,Slight,Female,33
4BF0553,432230,436384,1,11/10/2017,0745,U,Wet/Damp,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Serious,Male,38
4BF0752,430592,424872,2,11/15/2017,0915,A650,Dry,Daylight: Street lights present,Fine without high winds,Pedal cycle,Driver or rider,Slight,Female,30
